0x0743:  f0 | af=ff00 bc=fb2e de=ff56 hl=0b8f sp=dff3 pc=0743 | cnt=220 lcdc=91 ly=94
0x0745:  fe | af=9400 bc=fb2e de=ff56 hl=0b8f sp=dff3 pc=0745 | cnt=214 lcdc=91 ly=94
0x0747:  20 | af=9440 bc=fb2e de=ff56 hl=0b8f sp=dff3 pc=0747 | cnt=210 lcdc=91 ly=94
0x073e:  03 | af=9440 bc=fb2e de=ff56 hl=0b8f sp=dff3 pc=073e | cnt=204 lcdc=91 ly=94
0x073f:  78 | af=9440 bc=fb2f de=ff56 hl=0b8f sp=dff3 pc=073f | cnt=200 lcdc=91 ly=94
0x0740:  b1 | af=fb40 bc=fb2f de=ff56 hl=0b8f sp=dff3 pc=0740 | cnt=198 lcdc=91 ly=94
0x0741:  28 | af=ff00 bc=fb2f de=ff56 hl=0b8f sp=dff3 pc=0741 | cnt=196 lcdc=91 ly=94
0x0743:  f0 | af=ff00 bc=fb2f de=ff56 hl=0b8f sp=dff3 pc=0743 | cnt=192 lcdc=91 ly=94
0x0745:  fe | af=9400 bc=fb2f de=ff56 hl=0b8f sp=dff3 pc=0745 | cnt=186 lcdc=91 ly=94
0x0747:  20 | af=9440 bc=fb2f de=ff56 hl=0b8f sp=dff3 pc=0747 | cnt=182 lcdc=91 ly=94
0x073e:  03 | af=9440 bc=fb2f de=ff56 hl=0b8f sp=dff3 pc=073e | cnt=176 lcdc=91 ly=94
0x073f:  78 | af=9440 bc=fb30 de=ff56 hl=0b8f sp=dff3 pc=073f | cnt=172 lcdc=91 ly=94
0x0740:  b1 | af=fb40 bc=fb30 de=ff56 hl=0b8f sp=dff3 pc=0740 | cnt=170 lcdc=91 ly=94
0x0741:  28 | af=fb00 bc=fb30 de=ff56 hl=0b8f sp=dff3 pc=0741 | cnt=168 lcdc=91 ly=94
0x0743:  f0 | af=fb00 bc=fb30 de=ff56 hl=0b8f sp=dff3 pc=0743 | cnt=164 lcdc=91 ly=94
